DDInter_ID,DDInter_name,DrugBank_ID,PrimeKG_name,PrimeKG_node,mapping_method,mapping_confidence_category
DDInter128,Astemizole,DB00637,Astemizole,3743,exact normalized-name fallback,exact-name match
DDInter1280,Nepafenac (ophthalmic),,,,none,unmapped
DDInter1281,Neratinib,DB11828,Neratinib,3239,exact normalized-name fallback,exact-name match
DDInter1282,Nesiritide,DB04899,Nesiritide,6173,exact normalized-name fallback,exact-name match
DDInter1283,Netilmicin,DB00955,Netilmicin,9191,exact normalized-name fallback,exact-name match
DDInter1284,Netupitant,DB09048,Netupitant,4010,exact normalized-name fallback,exact-name match
DDInter1285,Nevirapine,DB00238,Nevirapine,2921,exact normalized-name fallback,exact-name match
DDInter1286,Niacin,DB00627,Niacin,3289,exact normalized-name fallback,exact-name match
DDInter1287,Nicardipine,DB00622,Nicardipine,3742,exact normalized-name fallback,exact-name match
DDInter1288,Niclosamide,DB06803,Niclosamide,4148,exact normalized-name fallback,exact-name match
DDInter1289,Nicotinamide,DB02701,Nicotinamide,3962,exact normalized-name fallback,exact-name match
DDInter129,Atazanavir,DB01072,Atazanavir,3079,exact normalized-name fallback,exact-name match
DDInter1290,Nicotine,DB00184,Nicotine,3663,exact normalized-name fallback,exact-name match
DDInter1291,Nifedipine,DB01115,Nifedipine,3084,exact normalized-name fallback,exact-name match
DDInter1292,Nifurtimox,,,,none,unmapped
DDInter1293,Nilotinib,DB04868,Nilotinib,3970,exact normalized-name fallback,exact-name match
DDInter1294,Nilutamide,DB00665,Nilutamide,4055,exact normalized-name fallback,exact-name match
DDInter1295,Nimodipine,DB00393,Nimodipine,4223,exact normalized-name fallback,exact-name match
DDInter1296,Nintedanib,DB09079,Nintedanib,3196,exact normalized-name fallback,exact-name match
DDInter1297,Niraparib,DB11793,Niraparib,3544,exact normalized-name fallback,exact-name match
DDInter1298,Nisoldipine,DB00401,Nisoldipine,3729,exact normalized-name fallback,exact-name match
DDInter1299,Nitazoxanide,,,,none,unmapped
DDInter13,Acenocoumarol,DB01418,Acenocoumarol,3124,exact normalized-name fallback,exact-name match
DDInter130,Atenolol,DB00335,Atenolol,2945,exact normalized-name fallback,exact-name match
DDInter1300,Nitisinone,,,,none,unmapped
DDInter1301,Nitrazepam,DB01595,Nitrazepam,4302,exact normalized-name fallback,exact-name match
DDInter1302,Nitric Oxide,DB00435,Nitric Oxide,3417,exact normalized-name fallback,exact-name match
DDInter1303,Nitrofurantoin,DB00698,Nitrofurantoin,4056,exact normalized-name fallback,exact-name match
DDInter1304,Nitroglycerin,DB00727,Nitroglycerin,3418,exact normalized-name fallback,exact-name match
DDInter1305,Nitroprusside,DB00325,Nitroprusside,4649,exact normalized-name fallback,exact-name match
DDInter1306,Nitrous acid,DB09112,Nitrous acid,5213,exact normalized-name fallback,exact-name match
DDInter1307,Nitrous oxide,DB06690,Nitrous oxide,10014,exact normalized-name fallback,exact-name match
DDInter1308,Nivolumab,DB09035,Nivolumab,8386,exact normalized-name fallback,exact-name match
DDInter1309,Nizatidine,DB00585,Nizatidine,3626,exact normalized-name fallback,exact-name match
DDInter131,Atezolizumab,DB11595,Atezolizumab,8397,exact normalized-name fallback,exact-name match
DDInter1310,Norelgestromin,DB06713,Norelgestromin,3583,exact normalized-name fallback,exact-name match
DDInter1311,Norepinephrine,DB00368,Norepinephrine,5135,exact normalized-name fallback,exact-name match
DDInter1312,Norethisterone,DB00717,Norethisterone,3004,exact normalized-name fallback,exact-name match
DDInter1313,Norfloxacin,DB01059,Norfloxacin,4105,exact normalized-name fallback,exact-name match
DDInter1314,Norgestimate,DB00957,Norgestimate,3051,exact normalized-name fallback,exact-name match
DDInter1315,Norgestrel,DB09389,Norgestrel,3609,exact normalized-name fallback,exact-name match
DDInter1316,Nortriptyline,DB00540,Nortriptyline,2972,exact normalized-name fallback,exact-name match
DDInter1317,Novobiocin,DB01051,Novobiocin,9017,exact normalized-name fallback,exact-name match
DDInter1318,Nystatin,DB00646,Nystatin,9021,exact normalized-name fallback,exact-name match
DDInter1319,Obeticholic acid,DB05990,Obeticholic acid,4135,exact normalized-name fallback,exact-name match
DDInter132,Atomoxetine,DB00289,Atomoxetine,2931,exact normalized-name fallback,exact-name match
DDInter1320,Obinutuzumab,DB08935,Obinutuzumab,5013,exact normalized-name fallback,exact-name match
DDInter1321,Ocrelizumab,DB11988,Ocrelizumab,5015,exact normalized-name fallback,exact-name match
DDInter1322,Octasulfur (topical),,,,none,unmapped
DDInter1323,Octreotide,DB00104,Octreotide,2910,exact normalized-name fallback,exact-name match
DDInter1324,Ofatumumab,DB06650,Ofatumumab,5012,exact normalized-name fallback,exact-name match
DDInter1325,Ofloxacin,DB01165,Ofloxacin,4109,exact normalized-name fallback,exact-name match
DDInter1326,Olanzapine,DB00334,Olanzapine,2944,exact normalized-name fallback,exact-name match
DDInter1327,Olaparib,DB09074,Olaparib,3819,exact normalized-name fallback,exact-name match
DDInter1328,Olaratumab,DB06043,Olaratumab,6676,exact normalized-name fallback,exact-name match
DDInter1329,Oliceridine,DB14881,Oliceridine,4051,exact normalized-name fallback,exact-name match
DDInter133,Atorvastatin,DB01076,Atorvastatin,3080,exact normalized-name fallback,exact-name match
DDInter1330,Olmesartan,DB00275,Olmesartan,4992,exact normalized-name fallback,exact-name match
DDInter1331,Olodaterol,DB09080,Olodaterol,4580,exact normalized-name fallback,exact-name match
DDInter1332,Olopatadine,,,,none,unmapped
DDInter1333,Olopatadine (nasal),,,,none,unmapped
DDInter1334,Olsalazine,DB01250,Olsalazine,6940,exact normalized-name fallback,exact-name match
DDInter1335,Omacetaxine mepesuccinate,DB04865,Omacetaxine mepesuccinate,8669,exact normalized-name fallback,exact-name match
DDInter1336,Omadacycline,DB12455,Omadacycline,3248,exact normalized-name fallback,exact-name match
DDInter1337,Omalizumab,DB00043,Omalizumab,4754,exact normalized-name fallback,exact-name match
DDInter1339,Omega-3 fatty acids,DB11133,Omega-3 fatty acids,3441,exact normalized-name fallback,exact-name match
DDInter134,Atovaquone,DB01117,Atovaquone,4268,exact normalized-name fallback,exact-name match
DDInter1340,Omeprazole,DB00338,Omeprazole,3568,exact normalized-name fallback,exact-name match
DDInter1341,Onasemnogene abeparvovec,DB15528,Onasemnogene abeparvovec,10596,exact normalized-name fallback,exact-name match
DDInter1342,Ondansetron,DB00904,Ondansetron,3760,exact normalized-name fallback,exact-name match
DDInter1343,Opicapone,DB11632,Opicapone,4595,exact normalized-name fallback,exact-name match
DDInter1344,Opium,DB11130,Opium,3220,exact normalized-name fallback,exact-name match
DDInter1345,Oprelvekin,,,,none,unmapped
DDInter1346,Orciprenaline,DB00816,Orciprenaline,6343,exact normalized-name fallback,exact-name match
DDInter1347,Oritavancin,DB04911,Oritavancin,3153,exact normalized-name fallback,exact-name match
DDInter1348,Orlistat,DB01083,Orlistat,3504,exact normalized-name fallback,exact-name match
DDInter1349,Orphenadrine,DB01173,Orphenadrine,3930,exact normalized-name fallback,exact-name match
DDInter135,Atracurium,DB13295,Atracurium,9243,exact normalized-name fallback,exact-name match
DDInter1350,Oseltamivir,DB00198,Oseltamivir,4544,exact normalized-name fallback,exact-name match
DDInter1351,Osilodrostat,DB11837,Osilodrostat,3832,exact normalized-name fallback,exact-name match
DDInter1352,Osimertinib,DB09330,Osimertinib,4160,exact normalized-name fallback,exact-name match
DDInter1353,Ospemifene,DB04938,Ospemifene,3974,exact normalized-name fallback,exact-name match
DDInter1354,Oxacillin,DB00713,Oxacillin,7096,exact normalized-name fallback,exact-name match
DDInter1355,Oxaliplatin,DB00526,Oxaliplatin,3519,exact normalized-name fallback,exact-name match
DDInter1356,Oxamniquine,DB01096,Oxamniquine,3925,exact normalized-name fallback,exact-name match
DDInter1357,Oxandrolone,DB00621,Oxandrolone,4560,exact normalized-name fallback,exact-name match
DDInter1358,Oxaprozin,DB00991,Oxaprozin,4767,exact normalized-name fallback,exact-name match
DDInter1359,Oxazepam,DB00842,Oxazepam,3029,exact normalized-name fallback,exact-name match
DDInter136,Atropine,DB00572,Atropine,4844,exact normalized-name fallback,exact-name match
DDInter1360,Oxcarbazepine,DB00776,Oxcarbazepine,3017,exact normalized-name fallback,exact-name match
DDInter1362,Oxitriptan,DB02959,Oxitriptan,10035,exact normalized-name fallback,exact-name match
DDInter1363,Oxtriphylline,DB01303,Oxtriphylline,4113,exact normalized-name fallback,exact-name match
DDInter1364,Oxybuprocaine (ophthalmic),,,,none,unmapped
DDInter1365,Oxybutynin,DB01062,Oxybutynin,3075,exact normalized-name fallback,exact-name match
DDInter1366,Oxycodone,DB00497,Oxycodone,2965,exact normalized-name fallback,exact-name match
DDInter1367,Oxygen,,,,none,unmapped
DDInter1368,Oxymetazoline (nasal),,,,none,unmapped
DDInter1369,Oxymetazoline (ophthalmic),,,,none,unmapped
DDInter137,Atropine (ophthalmic),,,,none,unmapped
DDInter1370,Oxymetazoline (topical),,,,none,unmapped
DDInter1371,Oxymetholone,DB06412,Oxymetholone,3166,exact normalized-name fallback,exact-name match
DDInter1372,Oxymorphone,DB01192,Oxymorphone,3935,exact normalized-name fallback,exact-name match
DDInter1373,Oxyquinoline (topical),,,,none,unmapped
DDInter1374,Oxytetracycline,DB00595,Oxytetracycline,2984,exact normalized-name fallback,exact-name match
DDInter1375,Oxytocin,DB00107,Oxytocin,3610,exact normalized-name fallback,exact-name match
DDInter1376,Ozanimod,DB12612,Ozanimod,3373,exact normalized-name fallback,exact-name match
DDInter1377,Paclitaxel,DB01229,Paclitaxel,3575,exact normalized-name fallback,exact-name match
DDInter1378,Paclitaxel (protein-bound),,,,none,unmapped
DDInter1379,Palbociclib,DB09073,Palbociclib,3195,exact normalized-name fallback,exact-name match
DDInter138,Attapulgite,,,,none,unmapped
DDInter1380,Palifermin,DB00039,Palifermin,6476,exact normalized-name fallback,exact-name match
DDInter1381,Paliperidone,DB01267,Paliperidone,3784,exact normalized-name fallback,exact-name match
DDInter1382,Palonosetron,DB00377,Palonosetron,3879,exact normalized-name fallback,exact-name match
DDInter1383,Pamidronic acid,DB00282,Pamidronic acid,6510,exact normalized-name fallback,exact-name match
DDInter1384,Pancrelipase,DB00085,Pancrelipase,9411,exact normalized-name fallback,exact-name match
DDInter1385,Pancuronium,DB01337,Pancuronium,3642,exact normalized-name fallback,exact-name match
DDInter1386,Panitumumab,DB01269,Panitumumab,6494,exact normalized-name fallback,exact-name match
DDInter1387,Panobinostat,DB06603,Panobinostat,3989,exact normalized-name fallback,exact-name match
DDInter1388,Pantoprazole,DB00213,Pantoprazole,4203,exact normalized-name fallback,exact-name match
DDInter1389,Papaverine,DB01113,Papaverine,6102,exact normalized-name fallback,exact-name match
DDInter139,Auranofin,DB00995,Auranofin,3057,exact normalized-name fallback,exact-name match
DDInter1390,Papaya,,,,none,unmapped
DDInter1391,Paraldehyde,DB09117,Paraldehyde,3422,exact normalized-name fallback,exact-name match
DDInter1392,Paramethadione,DB00617,Paramethadione,4236,exact normalized-name fallback,exact-name match
DDInter1393,Parathyroid hormone,DB05829,Parathyroid hormone,8445,exact normalized-name fallback,exact-name match
DDInter1394,Paricalcitol,DB00910,Paricalcitol,3709,exact normalized-name fallback,exact-name match
DDInter1395,Paritaprevir,DB09297,Paritaprevir,3823,exact normalized-name fallback,exact-name match
DDInter1396,Paromomycin,DB01421,Paromomycin,9184,exact normalized-name fallback,exact-name match
DDInter1397,Paroxetine,DB00715,Paroxetine,3899,exact normalized-name fallback,exact-name match
DDInter1398,Pasireotide,DB06663,Pasireotide,4357,exact normalized-name fallback,exact-name match
DDInter1399,Patiromer,DB09263,Patiromer,10696,exact normalized-name fallback,exact-name match
DDInter14,Acetaminophen,DB00316,Acetaminophen,2937,exact normalized-name fallback,exact-name match
DDInter140,Aurothioglucose,DB09121,Aurothioglucose,5585,exact normalized-name fallback,exact-name match
DDInter1400,Pazopanib,DB06589,Pazopanib,3988,exact normalized-name fallback,exact-name match
DDInter1401,Pectin,,,,none,unmapped
DDInter1402,Pegademase,DB00061,Pegademase,6881,exact normalized-name fallback,exact-name match
DDInter1403,Pegaptanib (ophthalmic),,,,none,unmapped
DDInter1404,Pegaspargase,DB00059,Pegaspargase,3286,exact normalized-name fallback,exact-name match
DDInter1405,Pegfilgrastim,DB00019,Pegfilgrastim,3477,exact normalized-name fallback,exact-name match
DDInter1406,Peginesatide,DB08894,Peginesatide,6322,exact normalized-name fallback,exact-name match
DDInter1407,Peginterferon alfa-2a,DB00008,Peginterferon alfa-2a,4060,exact normalized-name fallback,exact-name match
DDInter1408,Peginterferon alfa-2b,DB00022,Peginterferon alfa-2b,3855,exact normalized-name fallback,exact-name match
DDInter1409,Peginterferon beta-1a,DB09122,Peginterferon beta-1a,4154,exact normalized-name fallback,exact-name match
DDInter141,Avanafil,DB06237,Avanafil,4344,exact normalized-name fallback,exact-name match
DDInter1410,Pegloticase,DB09208,Pegloticase,9271,exact normalized-name fallback,exact-name match
DDInter1411,Pegvaliase,DB12839,Pegvaliase,10320,exact normalized-name fallback,exact-name match
DDInter1412,Pegvisomant,DB00082,Pegvisomant,3478,exact normalized-name fallback,exact-name match
DDInter1413,Pembrolizumab,DB09037,Pembrolizumab,8387,exact normalized-name fallback,exact-name match
DDInter1414,Pemetrexed,DB00642,Pemetrexed,3585,exact normalized-name fallback,exact-name match
DDInter1415,Pemigatinib,DB15102,Pemigatinib,4532,exact normalized-name fallback,exact-name match
DDInter1416,Pemoline,,,,none,unmapped
DDInter1417,Penbutolol,DB01359,Penbutolol,3330,exact normalized-name fallback,exact-name match
DDInter1418,Penciclovir (topical),,,,none,unmapped
DDInter1419,Penicillamine,DB00859,Penicillamine,9022,exact normalized-name fallback,exact-name match
DDInter142,Avapritinib,DB15233,Avapritinib,4533,exact normalized-name fallback,exact-name match
DDInter1420,Pentamidine,DB00738,Pentamidine,3479,exact normalized-name fallback,exact-name match
DDInter1421,Pentazocine,DB00652,Pentazocine,5289,exact normalized-name fallback,exact-name match
DDInter1423,Pentobarbital,DB00312,Pentobarbital,4213,exact normalized-name fallback,exact-name match
DDInter1424,Pentosan polysulfate,DB00686,Pentosan polysulfate,5758,exact normalized-name fallback,exact-name match
DDInter1425,Pentostatin,DB00552,Pentostatin,8033,exact normalized-name fallback,exact-name match
DDInter1426,Pentoxifylline,DB00806,Pentoxifylline,4095,exact normalized-name fallback,exact-name match
DDInter1427,Pentoxyverine,,,,none,unmapped
DDInter1428,Perampanel,DB08883,Perampanel,3812,exact normalized-name fallback,exact-name match
DDInter1429,Perflutren,DB00556,Perflutren,9639,exact normalized-name fallback,exact-name match
DDInter143,Avatrombopag,DB11995,Avatrombopag,4582,exact normalized-name fallback,exact-name match
DDInter1430,Pergolide,DB01186,Pergolide,4273,exact normalized-name fallback,exact-name match
DDInter1431,Perindopril,DB00790,Perindopril,3629,exact normalized-name fallback,exact-name match
DDInter1432,Perphenazine,DB00850,Perphenazine,3910,exact normalized-name fallback,exact-name match
DDInter1434,Pertuzumab,DB06366,Pertuzumab,6138,exact normalized-name fallback,exact-name match
DDInter1435,Pexidartinib,DB12978,Pexidartinib,3254,exact normalized-name fallback,exact-name match
DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,,,,none,unmapped
DDInter1437,Phenacemide,DB01121,Phenacemide,5258,exact normalized-name fallback,exact-name match
DDInter1438,Phenazopyridine,DB01438,Phenazopyridine,5259,exact normalized-name fallback,exact-name match
DDInter1439,Phendimetrazine,DB01579,Phendimetrazine,6092,exact normalized-name fallback,exact-name match
DDInter144,Avelumab,DB11945,Avelumab,8399,exact normalized-name fallback,exact-name match
DDInter1440,Phenelzine,DB00780,Phenelzine,3667,exact normalized-name fallback,exact-name match
DDInter1441,Phenindamine,DB01619,Phenindamine,6028,exact normalized-name fallback,exact-name match
DDInter1442,Phenobarbital,DB01174,Phenobarbital,3776,exact normalized-name fallback,exact-name match
DDInter1443,Phenolphthalein,DB04824,Phenolphthalein,5160,exact normalized-name fallback,exact-name match
DDInter1444,Phenoxybenzamine,DB00925,Phenoxybenzamine,5628,exact normalized-name fallback,exact-name match
DDInter1445,Phenoxymethylpenicillin,DB00417,Phenoxymethylpenicillin,7095,exact normalized-name fallback,exact-name match
DDInter1446,Phensuximide,DB00832,Phensuximide,9137,exact normalized-name fallback,exact-name match
DDInter1447,Phentermine,DB00191,Phentermine,4200,exact normalized-name fallback,exact-name match
DDInter1448,Phentolamine,DB00692,Phentolamine,5627,exact normalized-name fallback,exact-name match
DDInter1449,Phenyl salicylate,,,,none,unmapped
DDInter1451,Phenylbutazone,DB00812,Phenylbutazone,4248,exact normalized-name fallback,exact-name match
DDInter1452,Phenylbutyric acid,DB06819,Phenylbutyric acid,4001,exact normalized-name fallback,exact-name match
DDInter1453,Phenylephrine,DB00388,Phenylephrine,3664,exact normalized-name fallback,exact-name match
DDInter1454,Phenylephrine (nasal),,,,none,unmapped
DDInter1455,Phenylephrine (ophthalmic),,,,none,unmapped
DDInter1456,Phenylephrine (otic),,,,none,unmapped
DDInter1457,Phenylephrine (topical),,,,none,unmapped
DDInter1458,Phenylpropanolamine,DB00397,Phenylpropanolamine,3681,exact normalized-name fallback,exact-name match
DDInter1459,Phenyltoloxamine,,,,none,unmapped
DDInter146,Axicabtagene ciloleucel,,,,none,unmapped
DDInter1460,Phenytoin,DB00252,Phenytoin,2924,exact normalized-name fallback,exact-name match
DDInter1461,Phylloquinone,DB01022,Phylloquinone,5907,exact normalized-name fallback,exact-name match
DDInter1462,Physostigmine,DB00981,Physostigmine,5956,exact normalized-name fallback,exact-name match
DDInter1463,Physostigmine (ophthalmic),,,,none,unmapped
DDInter1464,Picosulfuric acid,DB09268,Picosulfuric acid,9595,exact normalized-name fallback,exact-name match
DDInter1465,Pilocarpine,DB01085,Pilocarpine,4266,exact normalized-name fallback,exact-name match
DDInter1466,Pilocarpine (ophthalmic),,,,none,unmapped
DDInter1467,Pimavanserin,DB05316,Pimavanserin,6053,exact normalized-name fallback,exact-name match
DDInter1468,Pimecrolimus,DB00337,Pimecrolimus,4215,exact normalized-name fallback,exact-name match
DDInter1469,Pimecrolimus (topical),,,,none,unmapped
DDInter147,Axitinib,DB06626,Axitinib,3803,exact normalized-name fallback,exact-name match
DDInter1470,Pimozide,DB01100,Pimozide,3771,exact normalized-name fallback,exact-name match
DDInter1471,Pindolol,DB00960,Pindolol,3916,exact normalized-name fallback,exact-name match
DDInter1472,Pioglitazone,DB01132,Pioglitazone,3089,exact normalized-name fallback,exact-name match
DDInter1473,Pipecuronium,DB01338,Pipecuronium,3643,exact normalized-name fallback,exact-name match
DDInter1474,Piperacillin,DB00319,Piperacillin,9045,exact normalized-name fallback,exact-name match
DDInter1475,Piperazine,DB00592,Piperazine,3892,exact normalized-name fallback,exact-name match
DDInter1476,Pirbuterol,DB01291,Pirbuterol,5315,exact normalized-name fallback,exact-name match
DDInter1477,Pirfenidone,DB04951,Pirfenidone,3154,exact normalized-name fallback,exact-name match
DDInter1478,Piroxicam,DB00554,Piroxicam,2974,exact normalized-name fallback,exact-name match
DDInter1479,Pitavastatin,DB08860,Pitavastatin,3185,exact normalized-name fallback,exact-name match
DDInter148,Azacitidine,DB00928,Azacitidine,4197,exact normalized-name fallback,exact-name match
DDInter1480,Pitolisant,DB11642,Pitolisant,3230,exact normalized-name fallback,exact-name match
DDInter1481,Plantago seed,DB11097,Plantago seed,9774,exact normalized-name fallback,exact-name match
DDInter1482,Plazomicin,DB12615,Plazomicin,9067,exact normalized-name fallback,exact-name match
DDInter1483,Plecanatide,DB13170,Plecanatide,8494,exact normalized-name fallback,exact-name match
DDInter1484,Plicamycin,DB06810,Plicamycin,9324,exact normalized-name fallback,exact-name match
DDInter1485,Polatuzumab vedotin,DB12240,Polatuzumab vedotin,4464,exact normalized-name fallback,exact-name match
DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),,,,none,unmapped
DDInter1487,Polyethylene glycol (3350 with electrolytes),,,,none,unmapped
DDInter1488,Polyethylene glycol (3350),,,,none,unmapped
DDInter1489,Polymyxin B,DB00781,Polymyxin B,9056,exact normalized-name fallback,exact-name match
DDInter149,Azatadine,DB00719,Azatadine,4243,exact normalized-name fallback,exact-name match
DDInter1490,Polythiazide,DB01324,Polythiazide,3114,exact normalized-name fallback,exact-name match
DDInter1491,Pomalidomide,DB08910,Pomalidomide,4150,exact normalized-name fallback,exact-name match
DDInter1492,Ponatinib,DB08901,Ponatinib,3813,exact normalized-name fallback,exact-name match
DDInter1493,Porfimer sodium,DB00707,Porfimer sodium,6118,exact normalized-name fallback,exact-name match
DDInter1494,Posaconazole,DB01263,Posaconazole,4285,exact normalized-name fallback,exact-name match
DDInter1495,Potassium acetate,DB14498,Potassium acetate,6417,exact normalized-name fallback,exact-name match
DDInter1496,Potassium bicarbonate,DB11098,Potassium bicarbonate,8997,exact normalized-name fallback,exact-name match
DDInter1497,Potassium chloride,DB00761,Potassium chloride,4868,exact normalized-name fallback,exact-name match
DDInter1498,Potassium citrate,DB09125,Potassium citrate,9081,exact normalized-name fallback,exact-name match
DDInter1499,Potassium gluconate,DB13620,Potassium gluconate,3435,exact normalized-name fallback,exact-name match
DDInter15,Acetazolamide,DB00819,Acetazolamide,4249,exact normalized-name fallback,exact-name match
DDInter150,Azathioprine,DB00993,Azathioprine,3056,exact normalized-name fallback,exact-name match
DDInter1500,Potassium Iodide,DB06715,Potassium Iodide,9085,exact normalized-name fallback,exact-name match
DDInter1501,Potassium perchlorate,DB09418,Potassium perchlorate,3216,exact normalized-name fallback,exact-name match
DDInter1502,Pralatrexate,DB06813,Pralatrexate,3510,exact normalized-name fallback,exact-name match
DDInter1503,Pralidoxime,DB00733,Pralidoxime,5954,exact normalized-name fallback,exact-name match
DDInter1504,Pralsetinib,,,,none,unmapped
DDInter1505,Pramipexole,DB00413,Pramipexole,5625,exact normalized-name fallback,exact-name match
DDInter1506,Pramlintide,DB01278,Pramlintide,5999,exact normalized-name fallback,exact-name match
DDInter1507,Prasterone enantate,,,,none,unmapped
DDInter1508,Prasugrel,DB06209,Prasugrel,3162,exact normalized-name fallback,exact-name match
DDInter1509,Pravastatin,DB00175,Pravastatin,6190,exact normalized-name fallback,exact-name match
DDInter151,Azelaic acid,DB00548,Azelaic acid,5524,exact normalized-name fallback,exact-name match
DDInter1510,Praziquantel,DB01058,Praziquantel,3769,exact normalized-name fallback,exact-name match
DDInter1511,Prazosin,DB00457,Prazosin,3322,exact normalized-name fallback,exact-name match
DDInter1512,Prednicarbate (topical),,,,none,unmapped
DDInter1513,Prednisolone,DB00860,Prednisolone,2813,exact normalized-name fallback,exact-name match
DDInter1514,Prednisolone (ophthalmic),,,,none,unmapped
DDInter1515,Prednisone,DB00635,Prednisone,2807,exact normalized-name fallback,exact-name match
DDInter1516,Pregabalin,DB00230,Pregabalin,6341,exact normalized-name fallback,exact-name match
DDInter1517,Pretomanid,DB05154,Pretomanid,4330,exact normalized-name fallback,exact-name match
DDInter1518,Prilocaine,DB00750,Prilocaine,5353,exact normalized-name fallback,exact-name match
DDInter1519,Prilocaine (topiclal),,,,none,unmapped
DDInter152,Azelaic acid (topical),,,,none,unmapped
DDInter1520,Primaquine,DB01087,Primaquine,3573,exact normalized-name fallback,exact-name match
DDInter1521,Primidone,DB00794,Primidone,4094,exact normalized-name fallback,exact-name match
DDInter1522,Probenecid,DB01032,Probenecid,3066,exact normalized-name fallback,exact-name match
DDInter1523,Probucol,DB01599,Probucol,5143,exact normalized-name fallback,exact-name match
DDInter1524,Procainamide,DB01035,Procainamide,3635,exact normalized-name fallback,exact-name match
DDInter1525,Procaine,DB00721,Procaine,3628,exact normalized-name fallback,exact-name match
DDInter1526,Procarbazine,DB01168,Procarbazine,3697,exact normalized-name fallback,exact-name match
DDInter1527,Prochlorperazine,DB00433,Prochlorperazine,3883,exact normalized-name fallback,exact-name match
DDInter1528,Procyclidine,DB00387,Procyclidine,4839,exact normalized-name fallback,exact-name match
DDInter1529,Progesterone,DB00396,Progesterone,3468,exact normalized-name fallback,exact-name match
DDInter153,Azelastine,DB00972,Azelastine,3766,exact normalized-name fallback,exact-name match
DDInter1530,Progesterone (topical),,,,none,unmapped
DDInter1531,Proguanil,DB01131,Proguanil,3928,exact normalized-name fallback,exact-name match
DDInter1532,Promazine,DB00420,Promazine,3881,exact normalized-name fallback,exact-name match
DDInter1533,Promethazine,DB01069,Promethazine,3078,exact normalized-name fallback,exact-name match
DDInter1534,Propafenone,DB01182,Propafenone,3933,exact normalized-name fallback,exact-name match
DDInter1535,Propantheline,DB00782,Propantheline,5096,exact normalized-name fallback,exact-name match
DDInter1536,Proparacaine (ophthalmic),,,,none,unmapped
DDInter1537,Propiomazine,DB00777,Propiomazine,6017,exact normalized-name fallback,exact-name match
DDInter1538,Propofol,DB00818,Propofol,3027,exact normalized-name fallback,exact-name match
DDInter1539,Propranolol,DB00571,Propranolol,2979,exact normalized-name fallback,exact-name match
DDInter154,Azelastine (nasal),,,,none,unmapped
DDInter1540,Propylhexedrine (nasal),,,,none,unmapped
DDInter1541,Propylthiouracil,DB00550,Propylthiouracil,3423,exact normalized-name fallback,exact-name match
DDInter1542,Protein C,DB11312,Protein C,4760,exact normalized-name fallback,exact-name match
DDInter1543,Protriptyline,DB00344,Protriptyline,6088,exact normalized-name fallback,exact-name match
DDInter1544,Prucalopride,DB06480,Prucalopride,3167,exact normalized-name fallback,exact-name match
DDInter1545,Pseudoephedrine,DB00852,Pseudoephedrine,3032,exact normalized-name fallback,exact-name match
DDInter1546,Pyrantel,DB11156,Pyrantel,3481,exact normalized-name fallback,exact-name match
DDInter1547,Pyrazinamide,DB00339,Pyrazinamide,3693,exact normalized-name fallback,exact-name match
DDInter1548,Pyridostigmine,DB00545,Pyridostigmine,5953,exact normalized-name fallback,exact-name match
DDInter1549,Pyridoxine,DB00165,Pyridoxine,2915,exact normalized-name fallback,exact-name match
DDInter155,Azelastine (ophthalmic),,,,none,unmapped
DDInter1550,Pyrimethamine,DB00205,Pyrimethamine,4591,exact normalized-name fallback,exact-name match
DDInter1551,Pyrophosphoric acid,DB04160,Pyrophosphoric acid,10268,exact normalized-name fallback,exact-name match
DDInter1552,Quazepam,DB01589,Quazepam,4301,exact normalized-name fallback,exact-name match
DDInter1553,Quetiapine,DB01224,Quetiapine,3782,exact normalized-name fallback,exact-name match
DDInter1554,Quinapril,DB00881,Quinapril,3038,exact normalized-name fallback,exact-name match
DDInter1555,Quinestrol,DB04575,Quinestrol,5159,exact normalized-name fallback,exact-name match
DDInter1556,Quinidine,DB00908,Quinidine,3041,exact normalized-name fallback,exact-name match
DDInter1557,Quinine,DB00468,Quinine,3734,exact normalized-name fallback,exact-name match
DDInter1558,Quinupristin,DB01369,Quinupristin,4291,exact normalized-name fallback,exact-name match
DDInter1559,Rabeprazole,DB01129,Rabeprazole,3927,exact normalized-name fallback,exact-name match
DDInter156,Azilsartan medoxomil,DB08822,Azilsartan medoxomil,4997,exact normalized-name fallback,exact-name match
DDInter1560,Racepinephrine,DB11124,Racepinephrine,5319,exact normalized-name fallback,exact-name match
DDInter1561,Radium Ra 223 dichloride,DB08913,Radium Ra 223 dichloride,9321,exact normalized-name fallback,exact-name match
DDInter1562,Raloxifene,DB00481,Raloxifene,2962,exact normalized-name fallback,exact-name match
DDInter1563,Raltegravir,DB06817,Raltegravir,4642,exact normalized-name fallback,exact-name match
DDInter1564,Ramelteon,DB00980,Ramelteon,4102,exact normalized-name fallback,exact-name match
DDInter1565,Ramipril,DB00178,Ramipril,3619,exact normalized-name fallback,exact-name match
DDInter1566,Ramucirumab,DB05578,Ramucirumab,5825,exact normalized-name fallback,exact-name match
DDInter1568,Ranitidine,DB00863,Ranitidine,3485,exact normalized-name fallback,exact-name match
DDInter1569,Ranitidine (bismuth citrate),,,,none,unmapped
